date,neighborhood
2025-08-18 00:00:00+00:00,Patterson Place
2025-07-01 00:00:00+00:00,Gwynns Falls
2016-12-20 00:00:00+00:00,Shipley Hill
2006-06-26 00:00:00+00:00,Shipley Hill
2011-05-19 00:00:00+00:00,Shipley Hill
2022-02-03 00:00:00+00:00,Broadway East
2019-04-22 00:00:00+00:00,Shipley Hill
2010-01-08 00:00:00+00:00,Carroll-South Hilton
2009-07-20 00:00:00+00:00,Carroll-South Hilton
2013-06-17 00:00:00+00:00,Broadway East
2022-12-01 00:00:00+00:00,Broadway East
2025-01-24 00:00:00+00:00,Broadway East
2022-09-19 00:00:00+00:00,Broadway East
2022-03-11 00:00:00+00:00,Broadway East
2026-02-23 00:00:00+00:00,Broadway East
2017-10-24 00:00:00+00:00,Broadway East
2026-01-06 00:00:00+00:00,Carroll-South Hilton
2023-07-31 00:00:00+00:00,Carroll-South Hilton
2021-01-28 00:00:00+00:00,Broadway East
2022-03-25 00:00:00+00:00,Shipley Hill
2008-12-29 00:00:00+00:00,Shipley Hill
2022-05-03 00:00:00+00:00,Milton-Montford
2016-11-21 00:00:00+00:00,Milton-Montford
2016-05-02 00:00:00+00:00,Milton-Montford
2017-11-27 00:00:00+00:00,Shipley Hill
2025-01-05 00:00:00+00:00,Milton-Montford
2011-06-07 00:00:00+00:00,Milton-Montford
2020-07-31 00:00:00+00:00,Milton-Montford
2007-09-07 00:00:00+00:00,Milton-Montford
2024-07-08 00:00:00+00:00,Milton-Montford
2018-01-04 00:00:00+00:00,Milton-Montford
2023-11-13 00:00:00+00:00,Shipley Hill
2025-10-26 00:00:00+00:00,Milton-Montford
2014-09-05 00:00:00+00:00,McElderry Park
2008-10-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-01-08 00:00:00+00:00,McElderry Park
2024-11-03 00:00:00+00:00,McElderry Park
2005-12-28 00:00:00+00:00,McElderry Park
2007-08-01 00:00:00+00:00,McElderry Park
2008-11-10 00:00:00+00:00,McElderry Park
2008-07-17 00:00:00+00:00,McElderry Park
2015-05-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-12-05 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-10-24 00:00:00+00:00,Penrose/Fayette Street Outreach
2016-07-20 00:00:00+00:00,Broadway East
2016-06-17 00:00:00+00:00,Broadway East
2021-07-23 00:00:00+00:00,Broadway East
2025-10-03 00:00:00+00:00,Broadway East
2019-11-26 00:00:00+00:00,Carroll-South Hilton
2023-11-28 00:00:00+00:00,Ellwood Park/Monument
2020-02-14 00:00:00+00:00,Ellwood Park/Monument
2026-07-07 00:00:00+00:00,Ellwood Park/Monument
2021-12-03 00:00:00+00:00,Millhill
2018-07-09 00:00:00+00:00,Millhill
2020-02-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-07-18 00:00:00+00:00,Gwynns Falls
2026-03-03 00:00:00+00:00,Patterson Park Neighborhood
2020-01-24 00:00:00+00:00,Ellwood Park/Monument
2025-05-08 00:00:00+00:00,Ellwood Park/Monument
2020-07-19 00:00:00+00:00,Ellwood Park/Monument
2025-08-08 00:00:00+00:00,Patterson Place
2018-10-31 00:00:00+00:00,Patterson Place
2008-10-27 00:00:00+00:00,Shipley Hill
2007-07-05 00:00:00+00:00,Shipley Hill
2010-04-06 00:00:00+00:00,Shipley Hill
2009-05-27 00:00:00+00:00,Shipley Hill
2011-07-14 00:00:00+00:00,Shipley Hill
2011-02-17 00:00:00+00:00,Shipley Hill
2020-03-16 00:00:00+00:00,Gwynns Falls
2007-11-15 00:00:00+00:00,Gwynns Falls
2021-06-25 00:00:00+00:00,Patterson Park Neighborhood
2017-06-07 00:00:00+00:00,Patterson Park Neighborhood
2022-06-24 00:00:00+00:00,Broadway East
2006-10-17 00:00:00+00:00,Carroll-South Hilton
2022-05-03 00:00:00+00:00,Broadway East
2022-12-01 00:00:00+00:00,Broadway East
2025-05-14 00:00:00+00:00,Broadway East
2014-01-17 00:00:00+00:00,Broadway East
2019-12-27 00:00:00+00:00,Broadway East
2025-06-27 00:00:00+00:00,Milton-Montford
2007-10-02 00:00:00+00:00,Saint Josephs
2026-05-28 00:00:00+00:00,Saint Josephs
2024-02-09 00:00:00+00:00,Milton-Montford
2025-01-24 00:00:00+00:00,Washington Hill
2026-06-15 00:00:00+00:00,Washington Hill
2026-02-04 00:00:00+00:00,Oliver
2024-07-05 00:00:00+00:00,Oliver
2024-03-28 00:00:00+00:00,Oliver
2017-02-23 00:00:00+00:00,Ellwood Park/Monument
2025-02-19 00:00:00+00:00,Gwynns Falls
2023-11-01 00:00:00+00:00,Patterson Park Neighborhood
2016-09-14 00:00:00+00:00,McElderry Park
2025-11-03 00:00:00+00:00,McElderry Park
2018-11-03 00:00:00+00:00,McElderry Park
2007-07-17 00:00:00+00:00,McElderry Park
2007-08-30 00:00:00+00:00,Shipley Hill
2026-06-29 00:00:00+00:00,McElderry Park
2023-12-01 00:00:00+00:00,McElderry Park
2025-04-23 00:00:00+00:00,McElderry Park
2025-12-08 00:00:00+00:00,McElderry Park
2023-06-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-01-02 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-04-24 00:00:00+00:00,McElderry Park
2021-09-02 00:00:00+00:00,McElderry Park
2011-12-13 00:00:00+00:00,McElderry Park
2007-11-30 00:00:00+00:00,McElderry Park
2024-08-04 00:00:00+00:00,McElderry Park
2007-06-29 00:00:00+00:00,McElderry Park
2025-05-28 00:00:00+00:00,McElderry Park
2024-07-30 00:00:00+00:00,McElderry Park
2018-04-23 00:00:00+00:00,Broadway East
2011-05-26 00:00:00+00:00,Broadway East
2011-10-13 00:00:00+00:00,Broadway East
2010-12-29 00:00:00+00:00,Broadway East
2013-06-11 00:00:00+00:00,Broadway East
2010-08-25 00:00:00+00:00,Broadway East
2010-03-25 00:00:00+00:00,Broadway East
2007-08-02 00:00:00+00:00,Broadway East
2006-06-23 00:00:00+00:00,Broadway East
2020-05-05 00:00:00+00:00,Broadway East
2025-05-13 00:00:00+00:00,Broadway East
2011-06-21 00:00:00+00:00,Broadway East
2018-08-14 00:00:00+00:00,Broadway East
2015-04-20 00:00:00+00:00,Oliver
2024-06-30 00:00:00+00:00,Oliver
2022-09-23 00:00:00+00:00,Oliver
2009-06-10 00:00:00+00:00,Oliver
2024-04-01 00:00:00+00:00,Oliver
2016-08-03 00:00:00+00:00,Oliver
2017-02-17 00:00:00+00:00,Oliver
2017-02-17 00:00:00+00:00,Oliver
2005-12-06 00:00:00+00:00,Oliver
2005-12-06 00:00:00+00:00,Oliver
2026-04-23 00:00:00+00:00,Oliver
2007-09-27 00:00:00+00:00,Oliver
2006-03-27 00:00:00+00:00,Oliver
2007-11-21 00:00:00+00:00,Oliver
2025-09-04 00:00:00+00:00,Broadway East
2019-10-26 00:00:00+00:00,Broadway East
2026-07-09 00:00:00+00:00,Middle East
2023-11-28 00:00:00+00:00,Biddle Street
2012-08-15 00:00:00+00:00,Biddle Street
2015-05-22 00:00:00+00:00,Biddle Street
2020-01-12 00:00:00+00:00,Biddle Street
2017-01-19 00:00:00+00:00,Washington Hill
2016-06-17 00:00:00+00:00,Washington Hill
2006-11-24 00:00:00+00:00,Gwynns Falls
2022-05-02 00:00:00+00:00,Berea
2020-02-25 00:00:00+00:00,Shipley Hill
2007-10-09 00:00:00+00:00,Shipley Hill
2005-12-22 00:00:00+00:00,Shipley Hill
2024-10-18 00:00:00+00:00,Berea
2023-06-26 00:00:00+00:00,Shipley Hill
2019-10-15 00:00:00+00:00,Shipley Hill
2011-03-02 00:00:00+00:00,Shipley Hill
2011-03-17 00:00:00+00:00,Broadway East
2024-10-08 00:00:00+00:00,Johnston Square
2010-11-04 00:00:00+00:00,Johnston Square
2025-11-06 00:00:00+00:00,Johnston Square
2024-12-19 00:00:00+00:00,Johnston Square
2023-03-18 00:00:00+00:00,Johnston Square
2023-05-03 00:00:00+00:00,Washington Hill
2008-08-01 00:00:00+00:00,Broadway East
2016-11-23 00:00:00+00:00,Millhill
2020-04-01 00:00:00+00:00,Millhill
2018-10-12 00:00:00+00:00,Washington Hill
2022-11-25 00:00:00+00:00,Washington Hill
2026-02-05 00:00:00+00:00,Biddle Street
2016-08-11 00:00:00+00:00,Biddle Street
2025-10-24 00:00:00+00:00,Biddle Street
2021-04-25 00:00:00+00:00,Biddle Street
2020-06-04 00:00:00+00:00,Biddle Street
2021-04-25 00:00:00+00:00,Biddle Street
2014-04-17 00:00:00+00:00,Biddle Street
2008-03-10 00:00:00+00:00,Broadway East
2010-02-02 00:00:00+00:00,Broadway East
2014-04-22 00:00:00+00:00,Broadway East
2024-07-07 00:00:00+00:00,Broadway East
2019-06-30 00:00:00+00:00,Broadway East
2007-01-30 00:00:00+00:00,Broadway East
2012-03-13 00:00:00+00:00,Broadway East
2011-09-02 00:00:00+00:00,Broadway East
2008-05-22 00:00:00+00:00,Broadway East
2011-05-23 00:00:00+00:00,Broadway East
2024-02-14 00:00:00+00:00,Broadway East
2023-11-24 00:00:00+00:00,Broadway East
2017-04-02 00:00:00+00:00,Broadway East
2025-02-27 00:00:00+00:00,Broadway East
2007-09-18 00:00:00+00:00,Gwynns Falls
2023-05-02 00:00:00+00:00,Broadway East
2026-03-12 00:00:00+00:00,Shipley Hill
2007-11-08 00:00:00+00:00,Broadway East
2008-04-02 00:00:00+00:00,Broadway East
2008-10-10 00:00:00+00:00,Broadway East
2024-01-26 00:00:00+00:00,Broadway East
2007-08-06 00:00:00+00:00,Broadway East
2024-02-01 00:00:00+00:00,Shipley Hill
2007-10-09 00:00:00+00:00,Broadway East
2011-05-26 00:00:00+00:00,Broadway East
2017-10-14 00:00:00+00:00,Broadway East
2011-06-17 00:00:00+00:00,Broadway East
2012-08-29 00:00:00+00:00,Broadway East
2025-03-28 00:00:00+00:00,Broadway East
2025-11-19 00:00:00+00:00,Broadway East
2025-11-19 00:00:00+00:00,Broadway East
2025-11-19 00:00:00+00:00,Broadway East
2016-04-27 00:00:00+00:00,Broadway East
2024-06-20 00:00:00+00:00,Carroll-South Hilton
2025-11-19 00:00:00+00:00,Broadway East
2023-01-04 00:00:00+00:00,Broadway East
2008-10-31 00:00:00+00:00,Broadway East
2026-04-27 00:00:00+00:00,Broadway East
2013-06-18 00:00:00+00:00,Broadway East
2006-09-25 00:00:00+00:00,Broadway East
2007-07-16 00:00:00+00:00,Broadway East
2011-06-07 00:00:00+00:00,Broadway East
2006-03-28 00:00:00+00:00,Broadway East
2025-05-28 00:00:00+00:00,Broadway East
2005-09-30 00:00:00+00:00,Broadway East
2026-01-05 00:00:00+00:00,Broadway East
2013-08-14 00:00:00+00:00,Broadway East
2008-12-26 00:00:00+00:00,Broadway East
2011-05-26 00:00:00+00:00,Broadway East
2012-02-07 00:00:00+00:00,Broadway East
2015-01-20 00:00:00+00:00,Broadway East
2013-09-17 00:00:00+00:00,Broadway East
2025-01-24 00:00:00+00:00,Broadway East
2007-09-06 00:00:00+00:00,Berea
2016-08-29 00:00:00+00:00,Berea
2025-06-17 00:00:00+00:00,McElderry Park
2026-02-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2021-03-30 00:00:00+00:00,McElderry Park
2019-04-02 00:00:00+00:00,McElderry Park
2012-01-20 00:00:00+00:00,McElderry Park
2024-06-27 00:00:00+00:00,McElderry Park
2025-11-28 00:00:00+00:00,McElderry Park
2017-11-27 00:00:00+00:00,McElderry Park
2007-10-04 00:00:00+00:00,McElderry Park
2023-03-07 00:00:00+00:00,Ellwood Park/Monument
2023-11-28 00:00:00+00:00,Ellwood Park/Monument
2021-09-02 00:00:00+00:00,McElderry Park
2026-02-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-12-01 00:00:00+00:00,McElderry Park
2024-01-08 00:00:00+00:00,McElderry Park
2024-08-26 00:00:00+00:00,Biddle Street
2022-03-02 00:00:00+00:00,Biddle Street
2025-01-01 00:00:00+00:00,Biddle Street
2025-06-17 00:00:00+00:00,Biddle Street
2010-04-08 00:00:00+00:00,Carroll-South Hilton
2005-12-01 00:00:00+00:00,Shipley Hill
2009-12-02 00:00:00+00:00,Shipley Hill
2023-04-18 00:00:00+00:00,Shipley Hill
2024-03-05 00:00:00+00:00,McElderry Park
2024-11-27 00:00:00+00:00,McElderry Park
2007-01-05 00:00:00+00:00,Shipley Hill
2023-11-22 00:00:00+00:00,McElderry Park
2025-05-23 00:00:00+00:00,McElderry Park
2007-01-29 00:00:00+00:00,Shipley Hill
2025-05-14 00:00:00+00:00,Broadway East
2006-08-03 00:00:00+00:00,Broadway East
2014-09-03 00:00:00+00:00,Broadway East
2019-10-27 00:00:00+00:00,Broadway East
2006-05-05 00:00:00+00:00,Broadway East
2010-05-27 00:00:00+00:00,Broadway East
2025-01-07 00:00:00+00:00,Broadway East
2023-04-05 00:00:00+00:00,Broadway East
2018-06-10 00:00:00+00:00,Broadway East
2011-11-10 00:00:00+00:00,Broadway East
2008-03-19 00:00:00+00:00,Berea
2011-11-01 00:00:00+00:00,Berea
2022-01-12 00:00:00+00:00,Berea
2025-10-17 00:00:00+00:00,Berea
2024-06-12 00:00:00+00:00,Berea
2025-10-30 00:00:00+00:00,Berea
2025-01-28 00:00:00+00:00,Broadway East
2024-07-08 00:00:00+00:00,Broadway East
2017-09-27 00:00:00+00:00,Broadway East
2026-03-18 00:00:00+00:00,Broadway East
2009-06-05 00:00:00+00:00,Broadway East
2007-10-29 00:00:00+00:00,Broadway East
2007-10-29 00:00:00+00:00,Broadway East
2026-05-04 00:00:00+00:00,Broadway East
2023-04-18 00:00:00+00:00,Millhill
2013-03-01 00:00:00+00:00,Broadway East
2015-06-19 00:00:00+00:00,Broadway East
2026-01-07 00:00:00+00:00,Broadway East
2024-02-13 00:00:00+00:00,Broadway East
2023-09-01 00:00:00+00:00,Broadway East
2025-01-24 00:00:00+00:00,Broadway East
2025-12-15 00:00:00+00:00,Broadway East
2023-03-03 00:00:00+00:00,Broadway East
2025-12-23 00:00:00+00:00,Broadway East
2025-05-28 00:00:00+00:00,Milton-Montford
2018-12-01 00:00:00+00:00,Washington Hill
2024-08-11 00:00:00+00:00,Washington Hill
2018-12-22 00:00:00+00:00,Middle East
2021-12-02 00:00:00+00:00,Shipley Hill
2007-08-10 00:00:00+00:00,Shipley Hill
2026-03-21 00:00:00+00:00,Middle East
2013-03-15 00:00:00+00:00,Shipley Hill
2019-12-06 00:00:00+00:00,Shipley Hill
2012-01-13 00:00:00+00:00,Shipley Hill
2010-03-30 00:00:00+00:00,Shipley Hill
2019-05-10 00:00:00+00:00,Carroll-South Hilton
2017-02-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-04-23 00:00:00+00:00,Penrose/Fayette Street Outreach
2017-06-17 00:00:00+00:00,McElderry Park
2025-03-11 00:00:00+00:00,McElderry Park
2025-10-24 00:00:00+00:00,McElderry Park
2023-11-15 00:00:00+00:00,McElderry Park
2025-10-24 00:00:00+00:00,Madison-Eastend
2017-07-09 00:00:00+00:00,Madison-Eastend
2021-11-15 00:00:00+00:00,Madison-Eastend
2019-02-21 00:00:00+00:00,Madison-Eastend
2007-10-23 00:00:00+00:00,Madison-Eastend
2005-12-02 00:00:00+00:00,Madison-Eastend
2020-01-07 00:00:00+00:00,Madison-Eastend
2020-09-02 00:00:00+00:00,Madison-Eastend
2021-08-13 00:00:00+00:00,Carroll-South Hilton
2024-04-09 00:00:00+00:00,Madison-Eastend
2024-01-01 00:00:00+00:00,Carroll-South Hilton
2013-11-15 00:00:00+00:00,Madison-Eastend
2024-07-09 00:00:00+00:00,Madison-Eastend
2025-05-09 00:00:00+00:00,Madison-Eastend
2025-01-24 00:00:00+00:00,Madison-Eastend
2021-11-15 00:00:00+00:00,Madison-Eastend
2019-05-23 00:00:00+00:00,Carroll-South Hilton
2022-02-01 00:00:00+00:00,Butcher's Hill
2019-05-14 00:00:00+00:00,Milton-Montford
2026-06-04 00:00:00+00:00,Penrose/Fayette Street Outreach
2011-08-18 00:00:00+00:00,Penrose/Fayette Street Outreach
2019-07-27 00:00:00+00:00,Milton-Montford
2020-01-17 00:00:00+00:00,Milton-Montford
2024-01-22 00:00:00+00:00,Shipley Hill
2025-09-19 00:00:00+00:00,CARE
2026-03-09 00:00:00+00:00,CARE
2022-12-08 00:00:00+00:00,CARE
2006-06-20 00:00:00+00:00,Broadway East
2025-07-29 00:00:00+00:00,Milton-Montford
2023-06-29 00:00:00+00:00,Milton-Montford
2024-04-03 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-03-13 00:00:00+00:00,Milton-Montford
2023-12-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2007-02-22 00:00:00+00:00,Shipley Hill
2010-04-21 00:00:00+00:00,Shipley Hill
2026-06-22 00:00:00+00:00,McElderry Park
2025-09-10 00:00:00+00:00,McElderry Park
2018-03-09 00:00:00+00:00,Shipley Hill
2024-08-04 00:00:00+00:00,Shipley Hill
2023-12-12 00:00:00+00:00,McElderry Park
2010-07-07 00:00:00+00:00,McElderry Park
2013-04-26 00:00:00+00:00,McElderry Park
2018-03-06 00:00:00+00:00,McElderry Park
2013-04-17 00:00:00+00:00,McElderry Park
2024-08-04 00:00:00+00:00,McElderry Park
2022-09-20 00:00:00+00:00,McElderry Park
2025-08-04 00:00:00+00:00,Madison-Eastend
2020-06-26 00:00:00+00:00,Madison-Eastend
2008-01-30 00:00:00+00:00,Carroll-South Hilton
2025-05-28 00:00:00+00:00,Madison-Eastend
2025-07-01 00:00:00+00:00,Madison-Eastend
2008-03-10 00:00:00+00:00,Shipley Hill
2025-12-24 00:00:00+00:00,Shipley Hill
2023-03-06 00:00:00+00:00,Middle East
2021-05-26 00:00:00+00:00,Middle East
2008-06-30 00:00:00+00:00,Broadway East
2010-03-01 00:00:00+00:00,Shipley Hill
2019-05-30 00:00:00+00:00,Shipley Hill
2025-01-08 00:00:00+00:00,Shipley Hill
2017-11-27 00:00:00+00:00,Broadway East
2026-01-07 00:00:00+00:00,Broadway East
2012-11-14 00:00:00+00:00,Broadway East
2016-03-07 00:00:00+00:00,Broadway East
2017-03-15 00:00:00+00:00,Broadway East
2025-01-07 00:00:00+00:00,Broadway East
2013-02-22 00:00:00+00:00,Broadway East
2026-06-12 00:00:00+00:00,McElderry Park
2025-01-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-03-13 00:00:00+00:00,McElderry Park
2023-11-22 00:00:00+00:00,McElderry Park
2009-12-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-12-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-09-05 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-01-27 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-06-05 00:00:00+00:00,Broadway East
2019-05-21 00:00:00+00:00,Broadway East
2014-04-01 00:00:00+00:00,Broadway East
2016-07-01 00:00:00+00:00,Broadway East
2010-07-22 00:00:00+00:00,Broadway East
2012-05-04 00:00:00+00:00,Broadway East
2017-06-25 00:00:00+00:00,Broadway East
2014-06-16 00:00:00+00:00,Broadway East
2026-01-07 00:00:00+00:00,Broadway East
2025-05-08 00:00:00+00:00,Broadway East
2017-03-30 00:00:00+00:00,Broadway East
2025-05-08 00:00:00+00:00,Broadway East
2022-05-03 00:00:00+00:00,Broadway East
2025-10-14 00:00:00+00:00,Downtown
2015-06-15 00:00:00+00:00,Broadway East
2019-04-11 00:00:00+00:00,Broadway East
2018-11-03 00:00:00+00:00,Broadway East
2021-08-16 00:00:00+00:00,Broadway East
2017-03-30 00:00:00+00:00,Broadway East
2021-02-09 00:00:00+00:00,Broadway East
2013-03-01 00:00:00+00:00,Broadway East
2025-05-12 00:00:00+00:00,Broadway East
2009-04-01 00:00:00+00:00,Broadway East
2022-03-03 00:00:00+00:00,Broadway East
2023-11-02 00:00:00+00:00,Broadway East
2012-04-27 00:00:00+00:00,Broadway East
2025-01-06 00:00:00+00:00,Broadway East
2014-09-26 00:00:00+00:00,Broadway East
2015-10-02 00:00:00+00:00,Broadway East
2022-10-05 00:00:00+00:00,McElderry Park
2015-12-15 00:00:00+00:00,McElderry Park
2026-04-29 00:00:00+00:00,McElderry Park
2005-07-11 00:00:00+00:00,McElderry Park
2020-09-23 00:00:00+00:00,McElderry Park
2010-07-29 00:00:00+00:00,Shipley Hill
2008-10-02 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-07-01 00:00:00+00:00,McElderry Park
2024-04-04 00:00:00+00:00,McElderry Park
2010-07-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2018-02-23 00:00:00+00:00,Gwynns Falls
2026-03-27 00:00:00+00:00,Patterson Park Neighborhood
2022-07-22 00:00:00+00:00,Patterson Park Neighborhood
2014-01-10 00:00:00+00:00,Gwynns Falls
2010-11-23 00:00:00+00:00,Shipley Hill
2017-09-07 00:00:00+00:00,Shipley Hill
2023-04-18 00:00:00+00:00,Shipley Hill
2013-10-21 00:00:00+00:00,McElderry Park
2010-09-16 00:00:00+00:00,Shipley Hill
2023-12-04 00:00:00+00:00,Shipley Hill
2024-04-24 00:00:00+00:00,Shipley Hill
2009-05-08 00:00:00+00:00,Broadway East
2025-06-30 00:00:00+00:00,Broadway East
2024-07-30 00:00:00+00:00,Broadway East
2022-12-01 00:00:00+00:00,Broadway East
2022-05-06 00:00:00+00:00,Shipley Hill
2024-07-03 00:00:00+00:00,Broadway East
2010-11-05 00:00:00+00:00,Broadway East
2019-04-02 00:00:00+00:00,Shipley Hill
2006-02-16 00:00:00+00:00,Shipley Hill
2025-06-03 00:00:00+00:00,Patterson Place
2019-09-25 00:00:00+00:00,Patterson Place
2024-01-23 00:00:00+00:00,Gwynns Falls
2019-05-11 00:00:00+00:00,McElderry Park
2026-06-10 00:00:00+00:00,Millhill
2015-12-16 00:00:00+00:00,Broadway East
2020-02-19 00:00:00+00:00,Broadway East
2007-03-19 00:00:00+00:00,Broadway East
2024-07-16 00:00:00+00:00,Broadway East
2011-10-27 00:00:00+00:00,Broadway East
2021-03-19 00:00:00+00:00,Broadway East
2020-10-07 00:00:00+00:00,Broadway East
2017-02-10 00:00:00+00:00,Broadway East
2025-10-03 00:00:00+00:00,Carroll-South Hilton
2017-02-07 00:00:00+00:00,Berea
2016-02-29 00:00:00+00:00,Carroll-South Hilton
2025-11-24 00:00:00+00:00,Berea
2025-01-24 00:00:00+00:00,Carroll-South Hilton
2023-10-22 00:00:00+00:00,Carroll-South Hilton
2016-05-16 00:00:00+00:00,Berea
2016-10-04 00:00:00+00:00,Berea
2025-06-09 00:00:00+00:00,Berea
2025-09-18 00:00:00+00:00,Berea
2025-11-24 00:00:00+00:00,Berea
2021-08-06 00:00:00+00:00,Berea
2007-10-19 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-09-06 00:00:00+00:00,Penrose/Fayette Street Outreach
2011-05-04 00:00:00+00:00,Penrose/Fayette Street Outreach
2022-03-28 00:00:00+00:00,McElderry Park
2025-10-23 00:00:00+00:00,McElderry Park
2011-03-10 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-01-22 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-05-04 00:00:00+00:00,Penrose/Fayette Street Outreach
2017-09-22 00:00:00+00:00,Penrose/Fayette Street Outreach
2010-08-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2018-02-16 00:00:00+00:00,Penrose/Fayette Street Outreach
2010-01-29 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-01-05 00:00:00+00:00,McElderry Park
2026-06-12 00:00:00+00:00,McElderry Park
2026-06-15 00:00:00+00:00,McElderry Park
2025-05-27 00:00:00+00:00,McElderry Park
2018-12-23 00:00:00+00:00,Gwynns Falls
2023-09-11 00:00:00+00:00,Gwynns Falls
2025-12-10 00:00:00+00:00,Gwynns Falls
2004-12-29 00:00:00+00:00,Gwynns Falls
2022-11-30 00:00:00+00:00,Butcher's Hill
2014-07-25 00:00:00+00:00,Gwynns Falls
2025-05-04 00:00:00+00:00,Gwynns Falls
2025-04-10 00:00:00+00:00,Patterson Park Neighborhood
2019-05-08 00:00:00+00:00,Broadway East
2009-06-08 00:00:00+00:00,Broadway East
2012-12-26 00:00:00+00:00,Broadway East
2010-08-06 00:00:00+00:00,Broadway East
2007-09-18 00:00:00+00:00,Broadway East
2012-12-26 00:00:00+00:00,Broadway East
2019-05-08 00:00:00+00:00,Broadway East
2024-07-08 00:00:00+00:00,Broadway East
2024-07-08 00:00:00+00:00,Broadway East
2007-07-11 00:00:00+00:00,Broadway East
2019-08-29 00:00:00+00:00,Broadway East
2019-04-12 00:00:00+00:00,Broadway East
2026-03-26 00:00:00+00:00,Broadway East
2023-03-03 00:00:00+00:00,Broadway East
2025-05-28 00:00:00+00:00,Broadway East
2007-07-31 00:00:00+00:00,Broadway East
2014-09-03 00:00:00+00:00,Broadway East
2023-11-02 00:00:00+00:00,Broadway East
2018-01-31 00:00:00+00:00,Broadway East
2008-01-15 00:00:00+00:00,Broadway East
2014-09-03 00:00:00+00:00,Broadway East
2025-01-06 00:00:00+00:00,Broadway East
2010-10-19 00:00:00+00:00,Broadway East
2020-05-18 00:00:00+00:00,Broadway East
2011-07-26 00:00:00+00:00,Gwynns Falls
2024-03-20 00:00:00+00:00,Gwynns Falls
2019-04-22 00:00:00+00:00,Patterson Park Neighborhood
2020-08-09 00:00:00+00:00,Upper Fells Point
2025-12-17 00:00:00+00:00,Upper Fells Point
2026-05-21 00:00:00+00:00,Canton
2025-01-14 00:00:00+00:00,Patterson Park Neighborhood
2023-02-06 00:00:00+00:00,Patterson Park Neighborhood
2025-09-10 00:00:00+00:00,Patterson Park Neighborhood
2026-02-07 00:00:00+00:00,Patterson Park Neighborhood
2020-03-20 00:00:00+00:00,Millhill
2015-02-12 00:00:00+00:00,Millhill
2018-07-06 00:00:00+00:00,Millhill
2022-12-10 00:00:00+00:00,Millhill
2024-11-08 00:00:00+00:00,Millhill
2007-05-04 00:00:00+00:00,Millhill
2022-05-15 00:00:00+00:00,Millhill
2021-10-13 00:00:00+00:00,Millhill
2025-08-20 00:00:00+00:00,Millhill
2011-12-22 00:00:00+00:00,Penrose/Fayette Street Outreach
2022-07-29 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-10-11 00:00:00+00:00,Millhill
2006-09-25 00:00:00+00:00,Millhill
2010-11-23 00:00:00+00:00,Millhill
2007-04-17 00:00:00+00:00,Millhill
2023-03-14 00:00:00+00:00,Millhill
2015-10-20 00:00:00+00:00,Shipley Hill
2013-04-23 00:00:00+00:00,Shipley Hill
2017-08-18 00:00:00+00:00,Shipley Hill
2013-07-06 00:00:00+00:00,Millhill
2008-08-20 00:00:00+00:00,Millhill
2023-12-30 00:00:00+00:00,Millhill
2016-01-22 00:00:00+00:00,Millhill
2025-02-14 00:00:00+00:00,Millhill
2026-05-07 00:00:00+00:00,Millhill
2007-11-16 00:00:00+00:00,Millhill
2007-11-28 00:00:00+00:00,Millhill
2024-06-12 00:00:00+00:00,Millhill
2025-06-05 00:00:00+00:00,Millhill
2023-07-19 00:00:00+00:00,Millhill
2026-03-05 00:00:00+00:00,Millhill
2025-01-01 00:00:00+00:00,Millhill
2026-06-12 00:00:00+00:00,Millhill
2018-03-14 00:00:00+00:00,Millhill
2023-10-26 00:00:00+00:00,Millhill
2022-08-25 00:00:00+00:00,Millhill
2024-10-06 00:00:00+00:00,Millhill
2012-08-14 00:00:00+00:00,Millhill
2015-05-22 00:00:00+00:00,Millhill
2023-02-24 00:00:00+00:00,Millhill
2019-01-07 00:00:00+00:00,Millhill
2022-10-21 00:00:00+00:00,Millhill
2024-11-18 00:00:00+00:00,Millhill
2009-05-20 00:00:00+00:00,Millhill
2008-09-26 00:00:00+00:00,Millhill
2025-01-16 00:00:00+00:00,Millhill
